player_name,unique_id,age,overall_score,height,weight,preferred_foot,best_position,player_value,weekly_wage,crossing,finishing,heading_accuracy,short_passing,volley,dribbling,curves,free_kick_accuracy,long_pass,ball_control,acceleration,sprint_speed,agility,reaction,balance,shot_power,jumping,stamina,strength,long_shot,aggression,interception,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,pace,shooting,passing,dribble,defense,physical
A. Uzodimma,255693,20,56,"6'0""",174lbs,Right,CB,$147K,$2K,48,33,59,61,39,56,44,41,61,53,64,59,53,59,60,60,56,51,62,39,61,47,38,44,45,48,51,55,62,3 ★,2★,Medium,Medium,61,41,53,55,53,59
A. Jallow,238286,21,55,"6'0""",157lbs,Right,RB,$147K,$621.5,46,36,42,46,22,56,26,26,38,53,72,73,67,52,66,29,59,64,57,38,44,48,47,42,34,52,47,54,56,3 ★,2★,Medium,Medium,73,35,42,57,50,56
L. McGing,251601,20,56,"5'10""",172lbs,Left,CB,$147K,$678,24,22,52,48,21,23,21,22,43,34,63,54,46,56,64,38,67,62,65,23,52,57,29,26,37,43,56,56,54,3 ★,2★,Medium,Medium,58,26,35,32,56,62
J. Ramis,198354,29,58,"5'10""",170lbs,Right,ST,$147K,$3K,52,60,44,50,49,61,40,44,35,58,71,71,62,50,45,53,59,63,64,56,47,25,59,46,38,50,29,18,16,3 ★,3★,Medium,Medium,71,56,47,59,25,60
M. Kozioł,208338,31,60,"6'6""",201lbs,Right,GK,$147K,$960.5,17,18,12,25,15,15,12,18,26,22,29,38,34,48,29,44,53,35,57,20,21,14,12,34,27,13,12,13,18,2 ★,1★,Medium,Medium,63,58,58,61,34,58
N. Silva,252370,20,56,"5'7""",150lbs,Right,ST,$147K,$1K,30,56,57,45,44,56,36,33,34,53,63,58,56,56,71,54,62,55,60,55,30,18,54,54,62,50,16,24,22,3 ★,2★,Medium,Medium,60,55,41,56,24,53
H. Kyprianou,252883,18,54,"6'2""",163lbs,Right,CDM,$147K,$734.5,39,41,41,57,31,50,35,39,54,53,64,66,65,50,52,44,61,65,68,39,42,49,48,50,41,49,51,54,52,3 ★,2★,Medium,Medium,65,41,50,53,51,62
D. Leadbitter,204501,28,59,"6'0""",168lbs,Right,RB,$147K,$2K,52,40,55,53,29,52,50,36,48,54,86,80,71,48,50,39,75,65,64,27,54,54,39,42,40,48,52,58,56,2 ★,2★,High,Medium,83,37,49,54,55,63
André Ribeiro,253397,22,56,"5'11""",170lbs,Right,ST,$147K,$3K,38,60,51,48,49,54,45,37,30,53,63,67,60,50,64,57,60,53,58,53,51,15,54,48,50,52,23,14,12,3 ★,2★,Medium,Medium,65,57,43,55,20,55
J. Marin,248538,21,56,"5'10""",143lbs,Right,CM,$147K,$565,47,40,47,63,43,55,46,46,56,59,63,60,58,46,74,55,59,63,50,43,62,50,51,48,38,37,42,53,50,3 ★,2★,Medium,Medium,61,44,54,57,48,56
C. O'Grady,138719,33,60,"6'3""",172lbs,Right,ST,$147K,$1K,45,59,64,42,56,48,44,35,43,51,53,50,44,63,41,67,82,68,85,53,80,38,63,54,65,60,33,32,18,3 ★,2★,Medium,Medium,51,60,45,49,35,80
F. Illanes,230880,25,57,"5'10""",165lbs,Right,CDM,$147K,$2K,50,33,58,65,38,60,48,43,63,58,50,57,52,57,69,59,60,48,56,35,63,46,30,60,45,48,38,65,61,3 ★,2★,Medium,Medium,54,39,59,59,52,56
S. Glover,254688,18,54,"6'0""",165lbs,Right,CB,$147K,$565,29,23,50,51,28,44,32,31,47,50,60,68,49,43,65,39,70,54,61,30,45,52,33,37,33,52,54,54,52,3 ★,2★,Medium,Medium,64,29,41,47,53,57
M. Ivanov,194784,29,59,"6'1""",165lbs,Right,GK,$147K,$734.5,19,16,12,26,16,24,25,13,21,23,61,59,39,39,51,49,34,40,41,10,21,21,14,41,23,40,16,13,14,2 ★,1★,Medium,Medium,61,62,65,59,60,60
S. Moore,218593,24,58,"6'2""",159lbs,Right,GK,$147K,$1K,18,15,18,38,20,18,15,14,30,27,45,55,48,52,46,43,58,30,53,18,36,26,19,36,29,33,12,19,20,2 ★,1★,Medium,Medium,61,56,57,59,51,54
A. Scully,240865,19,55,"5'9""",146lbs,Right,RM,$147K,$1K,50,57,40,49,48,61,49,50,43,61,70,63,67,49,67,56,49,61,42,53,34,25,54,50,54,51,30,28,26,3 ★,3★,Medium,Medium,66,55,49,61,29,46
U. Đuranović,251361,25,57,"6'0""",176lbs,Right,RM,$147K,$1K,53,55,40,59,49,60,46,47,57,59,60,68,59,51,62,58,59,74,67,50,39,24,57,56,51,58,36,29,35,3 ★,2★,High,Medium,64,54,56,59,32,63
H. Quiñonez,254946,26,58,"5'10""",163lbs,Left,LB,$147K,$565,59,30,59,57,21,53,52,25,29,60,61,54,60,49,78,26,64,61,50,24,47,49,43,38,37,39,60,58,57,2 ★,2★,High,High,57,29,48,57,57,53
N. Jenssen,243428,17,54,"6'0""",165lbs,Right,CB,$147K,$565,30,19,52,36,26,28,27,27,34,40,63,57,56,50,61,35,65,54,64,23,52,56,28,30,35,46,51,54,53,3 ★,2★,Medium,Medium,60,25,32,37,53,59
D. Vásquez,233189,21,55,"6'5""",179lbs,Right,GK,$147K,$565,14,8,14,27,9,12,11,13,25,15,20,31,36,44,47,39,58,19,54,7,22,9,7,32,16,30,12,10,11,3 ★,1★,Medium,Medium,55,52,52,54,26,60
J. Vom Steeg,236005,22,57,"6'4""",201lbs,Right,GK,$147K,$960.5,13,8,13,28,8,7,12,14,29,15,26,29,22,45,22,41,31,32,65,7,26,6,5,14,12,37,8,13,11,3 ★,1★,Medium,Medium,59,60,54,57,28,52
V. Figueroa,153062,35,62,"5'6""",139lbs,Right,LM,$147K,$565,46,59,71,64,49,61,57,59,59,62,65,61,62,70,85,70,62,76,34,69,40,58,59,55,34,60,40,49,38,3 ★,3★,High,Medium,63,61,57,63,49,47
E. Lastre,255720,19,57,"5'7""",141lbs,Right,RB,$147K,$565,53,33,55,60,43,45,40,36,42,60,66,65,62,52,57,38,57,60,41,36,40,57,32,39,31,40,56,53,51,3 ★,2★,Low,Medium,65,35,50,52,55,46
O. Djoco,251369,21,57,"6'2""",198lbs,Left,GK,$147K,$678,12,10,14,21,7,14,15,16,20,16,30,22,21,46,23,40,55,29,67,8,21,9,4,33,29,32,10,12,11,2 ★,1★,Medium,Medium,60,58,53,59,26,54
F. Ortíz,254953,29,58,"6'1""",165lbs,Right,ST,$147K,$565,36,59,66,60,49,59,33,24,28,60,59,56,51,49,57,56,62,62,57,58,48,19,49,46,55,40,17,19,20,3 ★,2★,Medium,Medium,57,57,44,58,23,57
H. Raghfawi,235498,23,57,"5'9""",139lbs,Left,LB,$147K,$3K,62,22,49,50,28,30,30,29,45,41,83,84,85,49,76,25,46,54,58,23,54,51,33,37,36,46,57,53,54,2 ★,2★,Low,Medium,84,24,47,42,54,56
T. Axinte,251882,19,56,"6'2""",183lbs,Right,GK,$147K,$565,14,7,10,28,9,9,13,13,19,10,18,16,21,46,38,41,40,21,36,7,18,10,5,22,12,21,5,11,13,2 ★,1★,Medium,Medium,57,60,55,56,17,53
M. Ndir,255467,18,56,"6'1""",165lbs,Right,CB,$147K,$565,27,24,48,52,25,24,28,25,45,28,62,60,48,46,58,38,68,59,62,20,50,55,29,35,38,53,54,62,60,2 ★,2★,Low,Medium,61,27,40,30,57,59
Chen Zhao,239857,22,57,"6'2""",183lbs,Right,GK,$147K,$2K,10,9,11,35,8,12,11,11,37,11,27,34,32,63,34,41,56,31,75,7,16,6,6,47,12,26,18,13,11,2 ★,1★,Medium,Medium,59,53,55,57,31,50
Song Long,239858,29,59,"6'0""",154lbs,Right,LB,$147K,$3K,54,40,65,63,32,57,41,42,61,61,67,63,58,54,65,34,71,64,67,30,57,55,52,40,44,56,56,54,56,3 ★,2★,Medium,Medium,65,37,54,59,56,64
Li Jinqing,247538,22,56,"5'11""",161lbs,Left,LM,$147K,$2K,54,46,53,56,53,57,54,53,54,56,74,72,73,57,62,53,56,55,60,50,53,50,55,54,48,54,51,53,51,4 ★,2★,Medium,Medium,73,49,55,59,52,57
E. Florescu,251634,22,55,"6'2""",152lbs,Left,CAM,$147K,$2K,52,40,40,63,37,56,41,44,60,56,51,65,69,45,63,50,65,52,41,33,46,23,48,56,46,59,34,39,44,3 ★,2★,Medium,Medium,59,41,57,57,35,46
T. Galletto,255730,17,54,"5'11""",172lbs,Right,CAM,$147K,$565,49,38,39,57,35,43,40,41,56,57,59,69,53,49,62,59,53,45,60,59,46,27,44,62,43,57,34,40,40,4 ★,2★,Medium,Medium,65,47,55,49,36,53
Li Hailong,239859,22,57,"5'11""",163lbs,Right,RB,$147K,$3K,42,26,40,53,22,52,42,30,55,56,67,66,66,52,58,41,59,67,56,33,57,54,42,42,34,54,59,56,55,3 ★,2★,Medium,Medium,66,31,47,55,55,59
B. Rivera,245747,19,56,"6'0""",185lbs,Right,CB,$147K,$565,38,29,49,60,30,46,35,36,52,49,54,55,48,52,52,48,60,48,73,34,60,55,26,54,35,38,53,55,48,3 ★,2★,Medium,Medium,55,34,51,48,53,64
M. Goodridge,253427,19,56,"5'10""",154lbs,Right,CAM,$147K,$3K,50,47,50,62,41,60,50,48,61,61,60,60,62,52,70,54,57,53,48,42,47,41,48,51,49,56,43,49,47,3 ★,2★,Medium,Medium,60,47,56,61,46,50
I. Richards,241908,20,54,"6'3""",176lbs,Left,GK,$147K,$565,11,5,12,36,5,13,11,12,18,17,30,32,31,35,25,36,32,26,65,7,20,10,5,31,16,33,6,11,13,2 ★,1★,Medium,Medium,55,56,48,57,31,53
R. Hauge,242165,17,54,"5'9""",154lbs,Right,CAM,$147K,$565,37,46,46,58,46,56,50,30,54,57,70,68,82,50,70,52,60,56,58,49,48,49,45,52,41,48,48,50,47,2 ★,2★,Medium,Medium,69,48,50,59,49,56
Cong Zhen,239607,22,56,"5'11""",165lbs,Right,RM,$147K,$3K,51,52,48,52,47,56,48,53,52,55,70,70,69,58,65,60,52,69,67,54,52,50,55,53,47,56,51,53,47,4 ★,2★,Medium,Medium,70,54,52,58,51,64
R. Bettocchi,255991,17,57,"6'0""",148lbs,Right,GK,$147K,$565,13,7,19,17,9,9,12,14,15,11,30,30,41,44,34,39,51,21,61,10,29,16,11,38,11,42,12,13,14,3 ★,1★,Medium,Medium,57,56,52,60,30,57
M. Al Shudukhi,245496,20,53,"5'7""",119lbs,Right,RM,$147K,$3K,46,42,33,51,42,58,41,34,43,60,68,69,70,39,91,51,38,47,38,35,28,16,41,42,54,48,28,20,28,3 ★,2★,Medium,Medium,69,43,46,61,24,38
B. Galach,244217,18,55,"5'9""",157lbs,Left,ST,$147K,$791,46,55,45,43,42,57,48,36,36,55,64,68,69,51,70,59,57,51,42,52,29,10,54,52,55,40,11,13,16,2 ★,2★,High,Medium,66,55,44,58,15,42
M. Tilio,246009,17,54,"5'7""",148lbs,Left,CAM,$147K,$565,47,55,40,56,37,54,58,49,45,52,69,66,75,44,83,44,54,45,41,38,48,24,47,50,44,47,31,35,47,3 ★,2★,Medium,Medium,67,48,51,56,33,44
T. Secchi,248826,22,58,"6'1""",165lbs,Right,GK,$147K,$678,10,7,13,23,6,8,13,12,21,13,31,31,24,48,45,41,61,27,41,7,20,11,8,34,16,30,7,11,11,2 ★,1★,Medium,Medium,61,54,55,62,31,56
D. Buchholz,238588,34,62,"6'2""",181lbs,Right,GK,$147K,$2K,14,15,21,28,16,12,21,23,18,17,23,25,27,56,22,33,37,19,39,14,21,13,16,41,13,17,19,15,13,2 ★,1★,Medium,Medium,61,66,44,62,24,64
L. Price,53756,34,62,"6'3""",187lbs,Right,GK,$147K,$2K,13,16,15,25,15,12,15,14,13,21,35,39,54,62,53,43,70,44,73,20,35,15,10,33,26,55,17,18,15,2 ★,1★,Medium,Medium,61,61,57,60,37,61
D. Kother,248575,19,53,"5'11""",148lbs,Right,ST,$147K,$2K,25,58,46,41,53,50,38,28,24,47,67,66,63,50,65,56,71,45,48,42,33,19,53,40,49,39,21,16,18,3 ★,2★,Medium,Medium,66,53,34,51,21,45
K. Ishikawa,232449,26,58,"6'1""",183lbs,Right,GK,$136K,$2K,11,5,10,19,9,10,10,13,17,19,24,20,35,60,42,41,64,27,59,7,17,9,5,28,12,39,10,11,13,2 ★,1★,Medium,Medium,59,60,55,59,22,51
S. Pabón,242689,23,57,"6'2""",174lbs,Right,GK,$136K,$565,13,9,14,23,8,10,13,10,21,10,16,33,35,51,38,42,51,16,49,5,24,14,7,37,11,41,9,10,12,2 ★,1★,Medium,Medium,59,55,56,60,25,52
A. Fernández,188417,33,60,"6'1""",159lbs,Right,CM,$136K,$565,42,54,58,58,42,59,30,35,55,59,66,68,70,63,56,38,69,65,71,60,49,55,62,63,49,45,45,53,36,4 ★,3★,Medium,Medium,67,52,53,60,50,65
M. Bakayoko,255745,22,56,"5'11""",170lbs,Right,RM,$136K,$678,52,51,31,53,42,60,46,50,54,56,64,73,58,42,60,50,40,54,61,48,31,42,56,46,45,52,40,47,36,3 ★,3★,Medium,Medium,69,50,51,58,41,52
A. Ousmane,252163,19,53,"6'0""",161lbs,Right,CB,$136K,$565,21,17,51,31,25,22,29,19,27,31,57,54,42,43,60,37,70,52,58,22,47,53,26,28,38,44,48,61,57,3 ★,2★,Medium,Medium,55,24,27,30,54,55
J. Mamani,255491,18,56,"5'7""",143lbs,Right,RB,$136K,$565,40,33,50,57,38,46,36,35,56,55,63,68,60,57,54,41,60,49,40,36,52,60,36,50,39,67,52,59,56,3 ★,2★,Medium,Medium,66,36,50,51,56,46
C. Lema,243461,22,56,"5'10""",161lbs,Left,LM,$136K,$1K,56,49,54,64,44,63,58,55,63,64,67,70,68,51,68,53,54,55,56,42,43,45,50,50,54,54,50,56,54,3 ★,3★,Medium,Medium,69,48,59,63,52,53
S. Schwarz,248582,21,55,"5'10""",170lbs,Right,RM,$136K,$565,54,44,39,55,44,58,45,36,47,56,67,69,68,40,75,46,35,69,58,33,36,25,46,47,46,44,28,29,28,3 ★,3★,Medium,Medium,68,42,51,58,29,55
Feng Boxuan,240391,22,55,"5'11""",165lbs,Right,RM,$136K,$4K,52,51,38,43,46,57,40,44,30,54,77,82,76,41,69,58,52,57,46,40,42,20,50,51,47,46,31,29,28,3 ★,2★,Medium,Medium,80,50,44,58,29,48
R. Loughty,247559,24,57,"5'9""",168lbs,Right,RB,$136K,$960.5,54,31,48,54,37,47,42,32,43,54,66,65,48,53,69,56,62,60,53,41,69,55,43,45,34,54,55,57,58,2 ★,2★,Medium,Medium,65,39,49,51,55,58
M. O'Connor,228104,20,53,"6'2""",196lbs,Right,ST,$136K,$565,29,59,53,38,39,53,39,38,29,55,55,65,52,47,45,51,76,55,57,47,30,20,47,44,52,45,21,18,17,3 ★,2★,High,Medium,61,53,36,53,23,52
A. Vera,254729,26,58,"5'11""",172lbs,Left,GK,$136K,$565,10,7,12,15,8,6,14,13,29,16,24,27,34,55,43,41,62,20,44,8,28,14,6,52,12,37,8,12,12,3 ★,1★,Medium,Medium,58,59,55,57,26,57
Park Kyung Bae,255497,18,53,"6'0""",154lbs,Right,ST,$136K,$565,34,57,51,46,38,52,40,32,33,46,61,54,51,55,60,52,58,53,54,46,42,23,53,43,59,46,22,22,25,3 ★,2★,High,Medium,57,53,40,51,25,52
M. Al Thani,245518,22,55,"5'9""",141lbs,Right,RM,$136K,$5K,50,51,30,51,36,56,38,33,46,54,72,70,54,48,76,45,48,48,45,41,37,21,51,51,48,48,20,25,24,3 ★,2★,Medium,Medium,71,47,49,56,23,44
A. Matos,251918,24,57,"5'11""",185lbs,Right,CB,$136K,$565,34,28,44,53,26,30,36,22,23,36,58,50,42,48,59,34,79,54,73,18,43,55,29,31,34,38,58,62,52,2 ★,2★,Low,High,54,27,38,35,57,63
S. Hornby,229393,24,58,"6'1""",176lbs,Left,GK,$136K,$2K,11,11,12,25,12,13,19,13,22,16,46,46,38,46,51,46,58,24,58,18,17,12,13,24,14,45,19,13,20,2 ★,1★,Medium,Medium,60,58,61,60,46,57
Li Chao,226837,31,59,"5'10""",165lbs,Right,CB,$136K,$2K,30,28,50,58,25,35,21,28,56,46,63,64,48,62,66,46,67,59,60,29,57,60,28,30,33,56,56,58,65,3 ★,2★,Medium,Medium,64,32,43,43,58,60
M. Ndione,242197,19,55,"6'4""",194lbs,Right,ST,$136K,$678,28,58,60,44,43,55,31,21,42,53,45,54,59,49,57,49,65,63,78,46,45,15,55,49,53,52,21,16,18,3 ★,2★,Medium,Medium,50,53,40,55,22,67
D. Quintero,248597,21,56,"6'3""",190lbs,Right,GK,$136K,$565,12,8,13,28,7,12,10,12,29,17,22,22,34,46,43,44,63,24,38,9,28,9,4,33,18,33,7,10,11,3 ★,1★,Medium,Medium,56,58,58,55,22,53
J. Vazquez,247319,18,53,"5'11""",146lbs,Left,ST,$136K,$621.5,29,55,50,49,42,52,38,29,30,50,58,52,58,48,65,51,69,45,56,48,33,14,54,43,49,49,16,11,16,2 ★,2★,Medium,Medium,55,52,39,52,18,49
A. Hurst,252439,19,54,"5'8""",154lbs,Left,LM,$136K,$1K,48,32,30,43,36,56,44,38,37,54,86,84,85,43,80,51,63,57,67,39,50,38,43,51,45,44,39,45,44,3 ★,2★,Medium,Medium,85,39,45,59,40,61
A. Basit,256280,19,54,"5'11""",172lbs,Right,CM,$136K,$565,43,32,44,64,42,43,37,29,64,48,62,67,52,56,63,58,55,55,60,45,57,44,54,42,40,38,37,50,46,3 ★,2★,Medium,Medium,65,42,52,47,44,58
L. Arriaga,247321,18,53,"5'6""",130lbs,Right,RW,$136K,$621.5,39,58,42,49,48,54,42,30,33,56,73,67,76,46,89,54,61,46,28,50,34,19,52,50,56,49,16,12,16,2 ★,2★,Medium,Medium,70,55,44,58,18,35
P. Egelund,247834,18,53,"5'7""",139lbs,Right,CAM,$136K,$1K,47,54,40,46,44,54,40,32,42,55,66,66,77,38,78,58,54,40,34,47,34,22,52,49,42,45,21,24,23,3 ★,2★,Medium,Medium,66,52,45,57,24,37
T. Egbri,253979,18,53,"5'4""",132lbs,Right,RM,$136K,$621.5,46,50,40,44,44,54,46,30,44,55,68,71,63,46,90,58,50,57,46,38,34,24,40,51,53,42,26,30,35,3 ★,3★,Medium,Medium,70,49,45,57,29,47
N. Machado,255260,22,55,"6'1""",179lbs,Left,ST,$136K,$565,44,63,55,43,45,45,34,27,32,49,50,60,52,52,53,47,60,53,70,51,35,12,53,43,57,51,16,15,10,3 ★,2★,High,Low,56,56,40,48,18,58
S. Valenzuela,243485,20,54,"5'9""",152lbs,Right,ST,$136K,$565,34,58,40,44,45,57,48,29,33,50,67,55,59,47,68,55,55,57,57,45,27,17,58,46,58,45,41,11,15,3 ★,2★,High,Medium,60,54,40,55,25,51
S. Ağçay,144415,37,65,"5'9""",159lbs,Right,CB,$136K,$4K,53,62,57,64,56,64,48,52,59,64,43,51,29,67,52,69,68,33,74,67,81,66,48,53,52,69,73,64,62,2 ★,3★,Medium,High,47,63,57,60,66,65
C. Grant,254496,17,53,"5'10""",159lbs,Right,CM,$136K,$621.5,39,31,44,59,41,49,40,38,58,51,62,64,53,52,69,51,59,63,50,39,53,37,55,47,45,39,33,44,53,3 ★,2★,Medium,Medium,63,39,50,51,40,54
C. Merrie,240674,20,54,"5'9""",143lbs,Left,LM,$136K,$2K,49,45,47,57,46,53,38,39,53,54,62,64,57,49,69,55,57,64,46,59,50,44,50,49,50,55,35,51,46,3 ★,2★,Medium,Medium,63,50,51,54,44,52
Wang Yaopeng,224550,24,57,"6'2""",176lbs,Right,CB,$136K,$2K,24,22,51,47,25,47,20,23,38,48,63,64,49,53,59,40,64,70,73,18,51,59,39,21,36,43,55,57,52,2 ★,2★,Medium,Medium,64,27,33,48,56,67
A. Ratajczyk,252459,17,53,"5'9""",146lbs,Right,CAM,$136K,$565,40,46,36,51,45,54,42,44,47,52,67,63,72,51,71,44,54,43,42,42,41,17,43,52,51,41,32,22,21,3 ★,2★,Medium,Low,65,45,48,56,25,43
S. Faqihi,255531,24,57,"5'9""",148lbs,Right,RB,$136K,$2K,49,34,39,45,38,49,50,40,39,46,67,74,59,50,76,55,60,65,58,48,60,54,45,42,34,46,56,58,61,3 ★,2★,Medium,High,71,42,44,51,55,60
M. Paluli,252716,24,57,"5'9""",152lbs,Right,CB,$136K,$3K,54,33,51,34,30,66,33,37,27,47,61,53,52,55,41,32,55,51,51,31,57,53,47,42,48,39,56,69,69,3 ★,2★,Medium,Medium,57,34,39,57,60,52
Kim Hyeong Won,255276,20,55,"6'2""",170lbs,Right,CB,$136K,$847.5,25,20,50,41,25,35,30,21,40,31,61,60,50,40,60,35,70,65,60,16,41,55,25,35,30,35,55,62,61,3 ★,2★,Medium,Medium,60,23,35,37,57,58
A. Morales,255788,21,54,"5'9""",170lbs,Right,ST,$136K,$565,32,58,49,38,34,51,37,29,25,58,57,57,56,47,69,53,69,58,57,52,25,14,51,47,64,44,12,11,12,2 ★,2★,Medium,Medium,57,55,36,54,16,51
G. Harding,253743,18,53,"5'9""",154lbs,Right,ST,$136K,$565,25,54,52,38,43,53,37,34,30,51,67,64,60,48,61,48,64,57,57,45,34,17,53,42,53,46,19,11,13,3 ★,2★,Medium,Medium,65,50,35,53,19,53
Dong Min Goh,246320,20,56,"6'3""",172lbs,Right,GK,$136K,$565,13,9,13,18,6,14,10,11,21,12,34,37,38,52,34,40,56,17,57,5,22,10,8,26,13,28,8,11,10,2 ★,1★,Medium,Medium,58,54,53,60,36,52
Kang Eui Bin,255281,21,55,"6'2""",187lbs,Right,CB,$136K,$847.5,26,21,50,26,25,30,26,25,27,35,56,68,44,41,50,40,72,60,77,15,50,60,21,25,30,40,50,54,53,3 ★,2★,Medium,Medium,63,24,26,34,54,67
S. Ling,221234,22,56,"5'9""",141lbs,Right,RB,$136K,$2K,52,22,54,49,23,52,33,27,46,51,69,64,58,52,70,22,85,61,56,25,50,53,43,45,37,47,53,52,56,3 ★,2★,High,Medium,66,24,46,53,53,58
M. Adebowale,255539,21,56,"6'5""",187lbs,Right,CB,$136K,$1K,25,20,60,43,21,31,23,24,38,42,58,65,46,48,52,31,71,61,76,17,45,54,22,30,31,38,53,55,51,2 ★,2★,Medium,Medium,62,22,34,38,54,66
L. Walker,235060,21,54,"6'0""",168lbs,Right,ST,$136K,$2K,29,63,55,45,41,51,34,31,31,48,51,50,58,52,63,53,63,55,55,52,31,17,47,50,52,47,25,19,23,2 ★,2★,Medium,Medium,50,56,39,51,24,51
J. Pulskamp,256053,18,54,"6'1""",190lbs,Right,GK,$136K,$565,13,9,10,27,9,8,14,14,22,15,27,21,30,38,41,36,59,20,57,8,20,11,6,31,19,34,12,13,12,1 ★,1★,Medium,Medium,59,51,48,58,24,52
H. Tangen,239672,18,53,"5'10""",161lbs,Right,CAM,$136K,$565,40,42,46,61,40,57,45,47,57,57,59,60,67,55,76,57,73,44,51,35,38,26,47,52,51,56,35,40,43,3 ★,2★,Medium,Medium,60,44,53,59,37,48
C. Goteni,242746,20,54,"5'11""",170lbs,Left,CB,$136K,$847.5,25,18,47,32,24,26,30,27,24,30,60,60,43,44,64,52,70,61,59,21,51,53,21,34,35,46,52,63,61,2 ★,2★,Medium,Medium,60,27,29,32,56,58
G. Minda,255802,18,53,"5'9""",154lbs,Right,CM,$136K,$565,41,49,47,61,34,44,35,39,51,62,64,62,59,48,75,50,58,64,47,51,53,39,49,42,37,44,32,39,43,3 ★,2★,Medium,Medium,63,48,49,53,38,53
N. Tzanev,230971,22,57,"6'5""",159lbs,Right,GK,$136K,$1K,10,8,12,30,10,11,12,11,27,18,47,45,35,50,54,41,58,25,54,9,34,14,9,25,15,34,7,14,13,1 ★,1★,Medium,Medium,57,55,54,59,46,55
Cho Hyun Taek,255035,17,54,"5'11""",143lbs,Left,LB,$136K,$565,52,26,38,52,28,53,46,32,49,51,61,55,60,52,71,49,59,61,53,27,52,49,52,54,33,51,52,53,54,3 ★,2★,Medium,Medium,58,33,51,54,51,55
D. Sealy,247612,16,53,"5'10""",134lbs,Left,ST,$136K,$565,30,61,45,44,51,50,49,33,28,53,52,50,50,47,76,50,67,51,36,50,27,14,63,50,60,52,17,15,14,3 ★,2★,High,Low,51,56,40,52,18,40
S. Čolović,256061,25,57,"5'9""",150lbs,Left,RM,$136K,$734.5,59,46,39,52,42,60,56,58,46,54,77,71,68,53,74,49,44,56,48,48,48,15,52,48,53,41,30,24,23,3 ★,3★,Medium,Medium,74,47,52,59,25,50
J. Redmond,246079,19,53,"6'0""",165lbs,Right,CB,$136K,$565,30,31,48,29,43,32,33,25,30,42,58,63,42,49,72,44,65,64,60,24,47,54,25,28,29,38,48,57,58,2 ★,2★,Medium,Medium,61,32,29,39,53,59
C. Castro,253762,20,55,"5'11""",159lbs,Left,LB,$136K,$565,49,28,35,40,21,55,44,28,25,45,77,79,71,54,69,23,55,59,56,25,52,52,55,45,33,36,38,57,56,2 ★,2★,High,Medium,78,28,40,54,48,56
F. Bloch,252227,19,55,"6'3""",172lbs,Left,GK,$136K,$1K,13,7,10,21,6,15,13,11,16,18,29,18,39,50,29,41,53,20,60,7,19,13,7,32,10,26,9,14,13,3 ★,1★,Medium,Medium,53,59,54,53,23,53
A. Kräuchi,239428,21,54,"5'9""",157lbs,Left,LM,$136K,$2K,49,43,44,59,34,57,35,40,52,56,68,66,60,55,71,46,50,54,48,38,44,51,52,48,35,44,48,46,52,3 ★,2★,Medium,Medium,67,42,52,58,48,49
E. van der Gouw,254276,18,54,"6'5""",179lbs,Right,GK,$136K,$565,13,8,14,24,9,7,12,14,16,10,47,45,23,37,43,44,59,25,53,9,25,13,8,25,12,36,9,10,13,3 ★,1★,Medium,Medium,58,52,59,57,46,51
Bernardo Rosa,247622,18,53,"5'10""",163lbs,Right,RM,$136K,$4K,46,44,31,54,38,58,44,37,49,58,60,66,58,45,78,47,50,49,43,39,41,29,44,52,44,53,33,38,33,3 ★,3★,Medium,Medium,63,43,50,58,34,44
Chang Feiya,222279,26,57,"5'11""",143lbs,Right,RM,$136K,$3K,50,52,60,55,45,60,40,30,47,52,78,72,74,58,60,50,52,67,45,35,30,15,58,60,47,50,55,28,35,4 ★,2★,Medium,Medium,75,48,52,59,37,48
E. Cebotaru,192585,34,62,"5'11""",163lbs,Right,CDM,$136K,$1K,58,40,54,63,53,55,57,53,62,60,54,54,67,64,70,53,63,66,70,59,43,60,57,60,44,54,52,63,61,3 ★,2★,Medium,Medium,54,48,60,59,58,63
J. Castanheira,235339,21,55,"5'11""",154lbs,Right,GK,$136K,$1K,12,7,11,17,5,13,12,12,28,10,33,16,33,43,47,43,62,17,34,8,26,11,5,37,16,39,18,12,14,2 ★,1★,Medium,Medium,60,53,57,57,24,53
Lei Wenjie,241483,22,55,"6'0""",176lbs,Right,RM,$136K,$3K,55,53,49,49,38,56,40,42,30,56,71,68,62,45,64,52,57,55,64,47,37,29,48,55,57,45,23,23,25,3 ★,2★,Medium,Medium,69,51,48,56,27,56
A. Russo,253003,18,54,"6'4""",163lbs,Right,GK,$136K,$621.5,14,5,11,20,6,10,13,12,25,16,29,33,32,41,21,38,38,17,63,8,26,14,5,24,11,32,9,14,13,1 ★,1★,Medium,Medium,62,55,51,58,31,45
T. Tushi,251980,18,53,"5'10""",157lbs,Right,ST,$136K,$2K,37,61,54,41,34,44,40,32,39,44,57,55,59,48,71,51,69,34,53,47,40,12,56,48,55,47,19,11,25,3 ★,2★,Medium,Medium,56,54,41,47,19,46
S. Piccinini,254540,16,53,"6'1""",170lbs,Right,CB,$136K,$565,33,16,50,48,15,39,37,32,49,44,50,51,45,44,55,40,63,34,60,23,45,54,21,34,37,48,53,55,52,3 ★,2★,Medium,Medium,51,23,41,42,53,51
